SDG	Pub_doi	Pub_title	Pub_concept	SDG_short	Publisher
no-poverty	10.1787/dcr-2013-sum-en	Development Co-operation Report 2013: Ending Poverty (Summary in English) - Development Co-operation Report 2013: Ending Poverty (Summary in English)	Poverty Measure	no-poverty	OECD
no-poverty	10.1787/dcr-2013-sum-en	Development Co-operation Report 2013: Ending Poverty (Summary in English) - Development Co-operation Report 2013: Ending Poverty (Summary in English)	Social Discrimination	no-poverty	OECD
no-poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	Risk Landscape	no-poverty	OECD
no-poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	Resilient System	no-poverty	OECD
no-poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	Disaster Risk Reduction	no-poverty	OECD
no-poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	Disaster Risk Reduction Management	no-poverty	OECD
no-poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	Resilience Agenda	no-poverty	OECD
no-poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	Resilient System Analysis	no-poverty	OECD
no-poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	Disaster Risk	no-poverty	OECD
no-poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	Joint Risk Assessment	no-poverty	OECD
no-poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	Donor Country Strategy	no-poverty	OECD
no-poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	Extensive Risk	no-poverty	OECD
no-poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	Comprehensive Risk Analysis	no-poverty	OECD
no-poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	Resilience Programming	no-poverty	OECD
no-poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	Building Resilience	no-poverty	OECD
no-poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	Risk Management Approach	no-poverty	OECD
no-poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	Disaster Risk Management	no-poverty	OECD
no-poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	Organisation For Economic Cooperation And Development Country	no-poverty	OECD
no-poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	Resilience Measure	no-poverty	OECD
no-poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	National Disaster Risk Reduction	no-poverty	OECD
no-poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	Joint Risk	no-poverty	OECD
no-poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	Business Continuity Planning	no-poverty	OECD
no-poverty	10.18356/92210349-en	Human development report 2014 - State of human development	Human Development Report Office Calculation	no-poverty	UN
no-poverty	10.18356/92210349-en	Human development report 2014 - State of human development	Human Development Group	no-poverty	UN
no-poverty	10.18356/92210349-en	Human development report 2014 - State of human development	High Human Development	no-poverty	UN
no-poverty	10.18356/92210349-en	Human development report 2014 - State of human development	Gross Non - Tional Income	no-poverty	UN
no-poverty	10.18356/92210349-en	Human development report 2014 - State of human development	Human Development Medium	no-poverty	UN
no-poverty	10.18356/92210349-en	Human development report 2014 - State of human development	Low Human Development	no-poverty	UN
no-poverty	10.18356/92210349-en	Human development report 2014 - State of human development	Multidimensional Poverty Index	no-poverty	UN
no-poverty	10.18356/92210349-en	Human development report 2014 - State of human development	Human Development Index	no-poverty	UN
no-poverty	10.18356/92210349-en	Human development report 2014 - State of human development	Human Development Report	no-poverty	UN
no-poverty	10.18356/92210349-en	Human development report 2014 - State of human development	Multidimensional Poverty	no-poverty	UN
no-poverty	10.18356/92210349-en	Human development report 2014 - State of human development	Food Price Volatility	no-poverty	UN
no-poverty	10.18356/92210349-en	Human development report 2014 - State of human development	Inequality-adjusted Human Development Index	no-poverty	UN
no-poverty	10.18356/92210349-en	Human development report 2014 - State of human development	Human Development	no-poverty	UN
no-poverty	10.18356/92210349-en	Human development report 2014 - State of human development	Sea Level Rise	no-poverty	UN
no-poverty	10.18356/92210349-en	Human development report 2014 - State of human development	Ecological Footprint	no-poverty	UN
no-poverty	10.18356/92210349-en	Human development report 2014 - State of human development	Global Threshold	no-poverty	UN
no-poverty	10.18356/92210349-en	Human development report 2014 - State of human development	Precrisis Level	no-poverty	UN
no-poverty	10.18356/92210349-en	Human development report 2014 - State of human development	High Human Development Index	no-poverty	UN
no-poverty	10.18356/92210349-en	Human development report 2014 - State of human development	Country Low Human Development	no-poverty	UN
no-poverty	10.18356/92210349-en	Human development report 2014 - State of human development	Development Group	no-poverty	UN
no-poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	Institut National De La Statistique	no-poverty	OECD
no-poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	Enhanced Structural Adjustment Facility	no-poverty	OECD
no-poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	District Primary Education Programme	no-poverty	OECD
no-poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	New Economic Policy	no-poverty	OECD
no-poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	Swedish International Development Co?operation Agency	no-poverty	OECD
no-poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	Poverty Gap Index	no-poverty	OECD
no-poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	Public Food Distribution System	no-poverty	OECD
no-poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	Organisation For Economic Cooperation And Development	no-poverty	OECD
no-poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	Poverty Reduction Intervention	no-poverty	OECD
no-poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	Integrate Child Development Service	no-poverty	OECD
no-poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	Structural Adjustment Facility	no-poverty	OECD
no-poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	Gross Domestic Product	no-poverty	OECD
no-poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	State Domestic Product	no-poverty	OECD
no-poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	Organisation For Economic Cooperation And Development Development Assistance Committee	no-poverty	OECD
no-poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	Poverty Reduction Objective	no-poverty	OECD
no-poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	Development Assistance Committee	no-poverty	OECD
no-poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	Donor Country Strategy	no-poverty	OECD
no-poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	Woman In Development	no-poverty	OECD
no-poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	Poverty Line Income	no-poverty	OECD
no-poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	Organisation For Economic Cooperation And Development Development	no-poverty	OECD
no-poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	Social Safety Net Programme	no-poverty	OECD
no-poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	Department Of Labour And Employment	no-poverty	OECD
no-poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	Organisation For Economic Cooperation And Development	no-poverty	OECD
no-poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	Organisation For Economic Cooperation And Development Country	no-poverty	OECD
no-poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	Overseas Economic Co-operation Fund	no-poverty	OECD
no-poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	Safety Net Programme	no-poverty	OECD
no-poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	Social Safety Net System	no-poverty	OECD
no-poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	Secondary School Scholarship	no-poverty	OECD
no-poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	Asian Development Bank	no-poverty	OECD
no-poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	Asia Pacific Economic Co-operation	no-poverty	OECD
no-poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	National Food Authority	no-poverty	OECD
no-poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	Social Protection Programme	no-poverty	OECD
no-poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	Subsidise Rice	no-poverty	OECD
no-poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	Thailand Development Research Institute Foundation	no-poverty	OECD
no-poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	"Directorate For Education , Employment , Labour And Social Affair"	no-poverty	OECD
no-poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	Social Investment Fund	no-poverty	OECD
no-poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	Economic And Social Commission For Asia And The Pacific	no-poverty	OECD
no-poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	Social Safety Net	no-poverty	OECD
no-poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	Health Card	no-poverty	OECD
no-poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	National Economic And Social Development Board	no-poverty	OECD
no-poverty	10.1787/9789264194779-en	Poverty Reduction - Poverty Reduction	Organisation For Economic Cooperation And Development	no-poverty	OECD
no-poverty	10.1787/9789264194779-en	Poverty Reduction - Poverty Reduction	Mainstream Poverty Reduction	no-poverty	OECD
no-poverty	10.1787/9789264194779-en	Poverty Reduction - Poverty Reduction	Poverty Reduction Partnership	no-poverty	OECD
no-poverty	10.1787/9789264194779-en	Poverty Reduction - Poverty Reduction	Country-led Poverty Reduction Strategy	no-poverty	OECD
no-poverty	10.1787/9789264194779-en	Poverty Reduction - Poverty Reduction	Organisation For Economic Cooperation And Development Country	no-poverty	OECD
no-poverty	10.1787/9789264194779-en	Poverty Reduction - Poverty Reduction	Illustrative Checklist	no-poverty	OECD
no-poverty	10.1787/9789264194779-en	Poverty Reduction - Poverty Reduction	National Poverty Reduction Strategy	no-poverty	OECD
no-poverty	10.1787/9789264194779-en	Poverty Reduction - Poverty Reduction	General Agreement On Trade In Service	no-poverty	OECD
